@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {music,little}

@DATA
0.160809,0.013060,2.873269,0.264028,0.258741,0.965354,0.013731,0.267050,-28.500644,2.381937,0.051191,0.180616,-0.267528,0.301576,0.170575,0.196828,0.048179,0.076458,0.000860,0.134501,0.063362,0.009450,0.004210,0.044528,0.010793,0.029088,0.007405,0.056076,0.004121,0.006245,0.014634,0.016282,0.006565,0.027744,0.152741,0.019028,0.402450,0.130065,0.047402,0.818865,0.009688,0.293461,3.812089,1.329974,0.848099,0.533186,0.534005,0.387468,0.386817,0.256317,0.284743,0.250858,0.224830,0.222746,0.214418,0.009629,0.004899,0.041166,0.012817,0.028219,0.010141,0.059668,0.008286,0.008215,0.016706,0.015458,0.009926,0.018530,little
0.200988,0.011354,2.911639,0.307936,0.256458,1.064717,0.013700,0.326058,-29.416760,2.172125,0.094715,0.187478,-0.134442,0.297058,0.161158,0.077701,0.044681,0.050558,-0.071167,0.073328,-0.012227,0.010813,0.003949,0.034606,0.009935,0.030439,0.006172,0.064407,0.002669,0.004934,0.013038,0.015259,0.005980,0.030088,0.192434,0.013053,0.423930,0.162619,0.047833,0.901818,0.010727,0.328530,3.607075,1.501252,0.801334,0.454101,0.459570,0.359299,0.301245,0.280957,0.264905,0.256927,0.229557,0.213607,0.205532,0.015215,0.006435,0.038263,0.012726,0.034660,0.008728,0.073280,0.004122,0.006926,0.017594,0.017451,0.009802,0.022131,little
0.193554,0.016435,2.905323,0.303577,0.258025,1.029271,0.012836,0.324944,-28.257208,2.200794,0.089267,0.207215,-0.155300,0.295327,0.265590,0.144655,0.031720,0.077248,0.002333,0.167197,0.014059,0.009773,0.003679,0.048554,0.010151,0.031695,0.004943,0.061240,0.003244,0.004857,0.010401,0.017455,0.004987,0.030855,0.191327,0.019677,0.435144,0.164754,0.050370,0.901106,0.011173,0.327694,3.625510,1.535691,0.858685,0.467382,0.433076,0.336409,0.336477,0.276858,0.258952,0.248858,0.239113,0.194834,0.199331,0.012956,0.005277,0.044131,0.012396,0.033894,0.005763,0.073299,0.007599,0.007159,0.015486,0.018405,0.006345,0.021146,little
0.187724,0.018949,2.864860,0.301772,0.260537,1.108406,0.014232,0.342479,-28.184865,2.206129,0.262293,0.132739,-0.052055,0.136161,0.135454,0.202474,0.038323,0.097212,0.039886,0.134161,0.037868,0.010783,0.004059,0.047002,0.008068,0.029778,0.008498,0.062612,0.001958,0.004366,0.010019,0.022906,0.005831,0.030573,0.167891,0.020469,0.468549,0.142593,0.051464,0.873583,0.010678,0.304931,3.444766,1.441681,0.900943,0.443411,0.411657,0.345468,0.294375,0.277129,0.260975,0.261674,0.216077,0.192251,0.225006,0.011867,0.007368,0.042322,0.007249,0.032856,0.012057,0.073795,0.002455,0.004509,0.014451,0.026313,0.008563,0.021346,little
0.163742,0.011474,2.898441,0.281657,0.255947,0.980271,0.013040,0.271225,-30.238013,2.072928,0.044703,0.128167,-0.008903,0.375042,0.124049,0.146204,-0.048114,-0.022687,-0.078309,0.103704,0.000694,0.011199,0.002877,0.042615,0.010707,0.021491,0.005404,0.097852,0.002034,0.004394,0.013615,0.016271,0.004787,0.038465,0.151433,0.015567,0.431265,0.139894,0.046231,0.822681,0.011230,0.294627,4.188606,1.377631,0.857221,0.470741,0.425841,0.353797,0.282149,0.290033,0.229537,0.227732,0.205305,0.200011,0.188888,0.011460,0.003869,0.039822,0.012528,0.028920,0.006682,0.074510,0.002998,0.005743,0.020717,0.022383,0.005755,0.021368,little
0.180330,0.022760,2.832826,0.302643,0.253053,1.137898,0.013971,0.318125,-30.342267,1.680815,0.248707,0.082286,-0.012751,0.374396,0.288847,0.078364,0.025557,-0.111795,-0.077332,0.096398,-0.030852,0.013390,0.002092,0.031805,0.010754,0.018338,0.004418,0.109907,0.002807,0.002614,0.009613,0.022300,0.004415,0.039732,0.172355,0.030268,0.436861,0.148071,0.044208,0.909704,0.011903,0.318616,4.213564,1.502676,0.805071,0.358021,0.404863,0.345029,0.260373,0.216580,0.257902,0.213304,0.201977,0.203334,0.235712,0.020181,0.002602,0.029536,0.012555,0.025144,0.006785,0.100973,0.004498,0.003521,0.012241,0.029824,0.005774,0.027608,little
0.157131,0.012777,2.879301,0.268604,0.248645,0.877211,0.015047,0.245421,-28.849679,2.308756,0.227490,0.143606,-0.113752,0.265519,0.189307,0.193452,0.006333,0.033118,0.010875,0.114396,0.017899,0.011413,0.003978,0.051263,0.009597,0.033783,0.006422,0.062588,0.002700,0.004559,0.011426,0.017650,0.005184,0.032402,0.158615,0.014736,0.440187,0.144445,0.049199,0.787299,0.010581,0.282552,3.573087,1.350218,0.880356,0.514758,0.529502,0.372061,0.373742,0.291277,0.291644,0.250941,0.220569,0.201586,0.198731,0.014615,0.006318,0.049182,0.009775,0.033979,0.007567,0.061019,0.004542,0.006364,0.015721,0.020674,0.008545,0.018736,little
0.125928,0.015708,2.954462,0.227268,0.235245,0.804165,0.015486,0.191056,-28.933770,2.196227,-0.199537,0.188318,-0.131657,0.370332,0.220546,0.140850,-0.042659,-0.015512,-0.032537,0.050325,0.030721,0.012655,0.003732,0.036545,0.009106,0.021202,0.009395,0.090235,0.003316,0.003872,0.016246,0.023649,0.004654,0.036182,0.119025,0.019861,0.328383,0.099307,0.044337,0.699660,0.013595,0.222109,3.611443,1.334929,0.809598,0.446737,0.449191,0.336455,0.295504,0.262996,0.260281,0.230243,0.202167,0.193292,0.203461,0.019068,0.005724,0.038153,0.008602,0.022206,0.013576,0.076758,0.004828,0.004935,0.026196,0.026103,0.005355,0.020356,little
0.188388,0.013805,2.881365,0.295287,0.258039,1.074811,0.013398,0.303445,-28.949520,2.018593,0.223288,0.258781,-0.205565,0.385064,0.178129,0.139116,-0.030234,0.057272,-0.062371,0.153670,0.016662,0.011127,0.003736,0.048911,0.007898,0.026187,0.007047,0.067247,0.003580,0.004462,0.010784,0.018625,0.004767,0.032092,0.186695,0.016181,0.497447,0.148463,0.041797,0.848847,0.009811,0.310086,3.526068,1.381360,0.847746,0.439460,0.450393,0.368210,0.355619,0.313979,0.254998,0.230294,0.237829,0.221088,0.184518,0.013692,0.005540,0.054163,0.009190,0.030111,0.009540,0.067870,0.006299,0.006605,0.012592,0.022327,0.007154,0.021231,little
0.145593,0.017449,2.900551,0.260029,0.254563,0.879097,0.016151,0.263092,-29.769307,2.558954,0.035193,0.094905,-0.045284,0.210459,0.135019,0.200703,-0.103928,0.043732,-0.112948,0.065310,0.001136,0.007596,0.004204,0.028540,0.010355,0.030547,0.006333,0.088437,0.002113,0.004000,0.020052,0.021963,0.003419,0.034837,0.132625,0.021888,0.422531,0.129419,0.050914,0.833477,0.013629,0.295223,3.516291,1.300781,0.697865,0.466964,0.464864,0.355326,0.312309,0.291735,0.230098,0.237249,0.225694,0.209388,0.167431,0.009185,0.006344,0.031886,0.010060,0.033108,0.008354,0.058444,0.003029,0.005388,0.022972,0.027678,0.005248,0.016288,little
0.182588,0.016280,2.843655,0.287765,0.258227,0.967089,0.012998,0.289000,-29.795015,2.138818,0.264517,0.082988,-0.068208,0.328872,0.223833,0.164212,-0.028131,-0.005655,-0.010106,0.129173,0.003400,0.005897,0.003553,0.040010,0.009209,0.030111,0.005787,0.107545,0.001487,0.002688,0.010273,0.017989,0.004625,0.038731,0.163379,0.016836,0.428658,0.141384,0.039872,0.786235,0.009456,0.293594,3.542332,1.267801,0.642061,0.401658,0.382709,0.326064,0.274213,0.277418,0.233083,0.201753,0.190441,0.192516,0.175918,0.006471,0.004613,0.040481,0.008828,0.029381,0.006494,0.070111,0.001414,0.003667,0.012632,0.019112,0.007615,0.018970,little
0.108010,0.032024,2.879020,0.236733,0.258727,0.759106,0.011695,0.191333,-29.703916,2.317093,0.184087,0.158165,-0.048592,0.508407,0.080252,0.259415,-0.186984,0.004083,0.027196,0.024451,0.056782,0.006234,0.003951,0.038999,0.009244,0.036458,0.006798,0.155799,0.001893,0.002265,0.007305,0.019122,0.002397,0.052949,0.087549,0.036440,0.447035,0.077697,0.036641,0.659235,0.008992,0.211333,3.305225,0.978815,0.548563,0.488601,0.332549,0.413750,0.373628,0.298211,0.213951,0.224141,0.173478,0.167361,0.169858,0.005917,0.008893,0.034003,0.006698,0.034598,0.008251,0.070899,0.002102,0.002373,0.004734,0.024281,0.003254,0.017681,little
0.160900,0.017591,2.979832,0.278459,0.262480,0.853218,0.015634,0.257321,-27.720651,2.517682,0.237073,0.168611,-0.091934,0.254327,0.248678,0.157289,0.100510,0.050921,-0.016967,0.111004,-0.017402,0.013812,0.002622,0.046772,0.008081,0.038083,0.007176,0.069611,0.001403,0.004854,0.013934,0.016070,0.005260,0.034314,0.157062,0.022852,0.381115,0.140698,0.047062,0.827183,0.012351,0.290456,2.959397,1.209920,0.664631,0.450219,0.474199,0.338396,0.314275,0.275911,0.284914,0.243605,0.222591,0.195294,0.224594,0.018090,0.003441,0.053386,0.013025,0.039030,0.009859,0.067942,0.002033,0.007950,0.019177,0.017679,0.008507,0.018631,little
0.155841,0.020768,2.963511,0.275962,0.265881,0.836476,0.016235,0.251344,-27.634013,2.482146,0.392989,0.220008,-0.061920,0.369092,0.205542,0.157550,0.073898,0.063245,0.053934,0.120290,0.012067,0.011923,0.002792,0.063440,0.007607,0.038997,0.003920,0.077022,0.001612,0.005118,0.013155,0.017109,0.002836,0.038859,0.153297,0.022601,0.363811,0.137920,0.044466,0.776879,0.014138,0.282657,2.417017,1.073339,0.631865,0.387090,0.449355,0.294715,0.286974,0.238960,0.235848,0.217446,0.207667,0.192333,0.173563,0.012944,0.004238,0.061012,0.011480,0.038952,0.003573,0.059894,0.003045,0.006872,0.019005,0.018383,0.003402,0.019138,little
0.145896,0.017925,3.037571,0.277479,0.269158,0.817315,0.014745,0.245896,-27.673144,2.577033,0.322984,0.151094,-0.056399,0.375901,0.267102,0.133757,0.063598,0.105077,0.010441,0.117502,-0.002217,0.011522,0.002872,0.061224,0.005895,0.032063,0.007362,0.078022,0.002402,0.004477,0.011720,0.028506,0.003307,0.040271,0.134469,0.016189,0.297310,0.126082,0.044875,0.759740,0.013396,0.260134,2.468183,1.068513,0.686947,0.388106,0.447676,0.332483,0.309705,0.257864,0.243928,0.261080,0.210831,0.218049,0.183050,0.011861,0.004460,0.057098,0.006571,0.036209,0.009826,0.067227,0.004503,0.005282,0.014627,0.027352,0.004079,0.017556,little
0.115252,0.021738,2.932049,0.243837,0.259956,0.700257,0.014479,0.174592,-26.984600,2.519133,0.156682,0.165568,-0.093543,0.267552,0.339047,0.142952,0.093686,0.098766,0.011067,0.165405,0.039099,0.013114,0.002920,0.066599,0.006162,0.025558,0.006515,0.091986,0.001430,0.004690,0.008932,0.028821,0.004419,0.040190,0.135153,0.024665,0.362271,0.125315,0.044151,0.680292,0.009734,0.234516,3.057437,1.089525,0.712179,0.412856,0.451018,0.373444,0.337484,0.288583,0.197818,0.215709,0.235545,0.192593,0.178532,0.012781,0.004478,0.061028,0.007562,0.026672,0.007156,0.099370,0.002343,0.008826,0.009208,0.028195,0.006615,0.023930,little
0.124919,0.021513,2.954616,0.257786,0.273259,0.603765,0.014657,0.179025,-27.988645,2.615700,0.307582,0.237707,-0.067275,0.369876,0.204103,0.075153,0.082199,0.063283,0.027141,0.011936,-0.035105,0.013982,0.004580,0.059614,0.009875,0.031948,0.004534,0.119584,0.002563,0.003725,0.008834,0.020390,0.003252,0.047608,0.127987,0.023201,0.356356,0.123235,0.043388,0.629927,0.009405,0.242611,2.328685,0.835171,0.640243,0.342527,0.438660,0.333965,0.359532,0.283926,0.236302,0.237492,0.248665,0.219618,0.206515,0.016422,0.008923,0.047416,0.016452,0.038423,0.006749,0.073793,0.005135,0.004177,0.010334,0.020097,0.004783,0.018420,little
0.101168,0.022252,3.137409,0.209470,0.239875,0.615702,0.018594,0.160058,-26.967090,2.940812,0.200165,0.281072,-0.069027,0.190496,0.198278,0.168018,0.052366,0.102325,-0.088841,0.025933,0.011512,0.016397,0.006435,0.059102,0.009017,0.037325,0.007347,0.047343,0.002098,0.006195,0.020526,0.021930,0.004858,0.032555,0.112073,0.023265,0.216655,0.102650,0.036816,0.637170,0.014760,0.190707,2.356808,0.961210,0.601540,0.384749,0.480529,0.281640,0.301107,0.294910,0.250572,0.254811,0.272088,0.201210,0.193647,0.016323,0.008703,0.057658,0.011956,0.039724,0.009159,0.044105,0.003556,0.007887,0.026364,0.022655,0.009283,0.012663,little
0.182253,0.008042,3.003646,0.299003,0.284414,1.141644,0.010595,0.406825,-29.025785,2.546657,0.050171,0.195892,-0.033359,0.008716,0.141254,0.060705,-0.078961,0.022363,0.039476,-0.019894,0.006263,0.019528,0.005771,0.054607,0.009549,0.037435,0.006872,0.054728,0.001983,0.006463,0.007726,0.017659,0.004056,0.029778,0.122154,0.012710,0.317880,0.106190,0.036461,0.688583,0.006552,0.260670,2.390941,0.905064,0.482481,0.309150,0.364425,0.257044,0.242802,0.214795,0.212021,0.207460,0.164804,0.179686,0.159959,0.017929,0.005509,0.045157,0.009109,0.034180,0.004907,0.026940,0.002268,0.005173,0.006581,0.017026,0.003085,0.011185,little
0.181589,0.024895,3.062404,0.304803,0.279505,1.021839,0.013649,0.294700,-28.617087,2.368620,0.626965,0.066906,-0.048721,0.354288,0.105284,0.061447,0.048274,-0.109222,-0.062296,-0.028057,-0.153396,0.023301,0.003814,0.054256,0.008239,0.030200,0.008732,0.045132,0.001003,0.005365,0.022545,0.016975,0.004289,0.027709,0.136248,0.032856,0.316320,0.119214,0.034130,0.748197,0.012458,0.250246,2.055847,0.961573,0.525104,0.333271,0.338533,0.316263,0.265593,0.230777,0.195884,0.206331,0.171720,0.188909,0.162417,0.026403,0.005820,0.033232,0.008028,0.030915,0.013369,0.029589,0.000855,0.009402,0.015979,0.018907,0.006310,0.011708,little
0.179289,0.027010,3.029628,0.280032,0.262030,1.030833,0.015451,0.314303,-28.144864,2.531111,0.309461,0.238708,-0.047844,0.196925,0.095976,0.023954,0.014473,-0.005640,-0.090629,-0.037569,-0.055299,0.024917,0.003728,0.035337,0.006687,0.024296,0.008484,0.054619,0.001646,0.006999,0.024780,0.022535,0.002953,0.027613,0.164836,0.033237,0.359075,0.138744,0.041371,0.926233,0.013604,0.310678,3.300896,1.131211,0.728362,0.377574,0.396264,0.305305,0.358522,0.273428,0.218929,0.221610,0.211699,0.192330,0.229521,0.027539,0.004355,0.034526,0.007802,0.030985,0.012934,0.044081,0.002269,0.009831,0.030644,0.026182,0.004467,0.014139,little
0.117751,0.025036,3.052692,0.227465,0.254115,0.835913,0.010342,0.176472,-28.271068,2.759732,-0.213410,-0.005346,0.364537,0.382650,0.059849,0.094492,0.124627,0.019233,-0.051378,-0.018719,-0.042822,0.025683,0.004569,0.049656,0.007095,0.030010,0.007755,0.062220,0.003920,0.006814,0.013824,0.031031,0.006014,0.029374,0.081356,0.040234,0.289781,0.091462,0.055321,0.661458,0.006549,0.188874,4.245014,1.001671,0.556265,0.429636,0.555723,0.331545,0.304827,0.234493,0.243958,0.218209,0.247744,0.132784,0.183667,0.019935,0.004825,0.051598,0.006158,0.024494,0.008065,0.056842,0.007243,0.007343,0.015288,0.028875,0.007781,0.014473,little
0.145204,0.029279,2.992695,0.270561,0.266519,0.821064,0.018355,0.253605,-26.887012,2.790924,0.458300,0.204493,0.013816,0.199901,0.117456,0.077985,0.133015,0.105860,-0.060047,0.035532,-0.028445,0.020190,0.003734,0.048905,0.009097,0.047712,0.008931,0.046178,0.001076,0.005686,0.014594,0.015434,0.004130,0.030263,0.147649,0.031032,0.439747,0.147275,0.048411,0.802631,0.016563,0.303068,2.995792,1.101868,0.670863,0.328663,0.385867,0.315625,0.317342,0.248491,0.247708,0.227155,0.239052,0.216051,0.166436,0.026479,0.004060,0.051510,0.012211,0.047914,0.014245,0.046091,0.001603,0.008260,0.017848,0.013942,0.006292,0.014651,little
0.152592,0.011086,3.039932,0.267002,0.269861,1.251441,0.011455,0.271937,-28.544706,2.121851,0.036940,0.414531,-0.166120,0.314626,0.196051,0.084120,-0.045293,0.066817,-0.135165,0.018531,-0.022601,0.024114,0.003792,0.044683,0.011822,0.038256,0.005794,0.043720,0.004478,0.004717,0.012320,0.017760,0.003868,0.025812,0.080094,0.014622,0.341557,0.078933,0.032405,0.601516,0.010668,0.184813,2.737276,0.805074,0.566157,0.340220,0.312715,0.284331,0.243905,0.215711,0.201682,0.177007,0.206971,0.203861,0.197685,0.023252,0.003321,0.034684,0.016520,0.038131,0.004878,0.039048,0.004628,0.004323,0.013908,0.018688,0.003472,0.010813,little
0.110294,0.033730,3.122178,0.208636,0.233813,0.796119,0.016660,0.187625,-26.645425,2.870637,-0.404238,0.317373,-0.075309,0.233804,0.200820,0.011883,0.054600,0.061790,-0.186556,0.011962,-0.000214,0.022777,0.003677,0.037249,0.006968,0.016288,0.012569,0.047399,0.003500,0.007093,0.034205,0.019887,0.006482,0.027837,0.106834,0.038798,0.267326,0.108788,0.055777,0.718084,0.017347,0.234646,3.199690,1.013202,0.742766,0.368101,0.560456,0.241337,0.238074,0.230296,0.277481,0.233811,0.260424,0.221912,0.178886,0.021150,0.003788,0.042901,0.009656,0.017904,0.017649,0.044271,0.005394,0.006645,0.042179,0.018712,0.010425,0.011164,little
0.177785,0.025270,3.047992,0.302920,0.281800,1.186895,0.010277,0.321406,-27.657331,2.202021,0.241342,0.157958,0.102008,0.426848,0.172009,0.076759,0.113328,-0.048094,-0.088398,-0.013667,-0.076914,0.029348,0.004167,0.066899,0.005362,0.024782,0.007663,0.059641,0.001372,0.003786,0.010881,0.018720,0.003110,0.030795,0.112374,0.026238,0.306594,0.096530,0.043784,0.710998,0.009053,0.253560,2.753594,0.868447,0.747354,0.364044,0.439230,0.293488,0.294187,0.234011,0.194950,0.234218,0.188097,0.214615,0.161207,0.025893,0.006152,0.055351,0.004365,0.022501,0.007489,0.050363,0.001387,0.004732,0.011849,0.019278,0.002689,0.015137,little
0.172112,0.024524,3.112233,0.300056,0.289642,0.950650,0.007322,0.273893,-29.915530,2.413039,-0.072111,0.255439,0.120402,0.514400,0.238586,-0.161412,0.040976,0.036346,-0.075685,-0.037371,-0.119525,0.043706,0.002484,0.024639,0.006731,0.035128,0.006915,0.076677,0.003177,0.005945,0.018858,0.019968,0.004953,0.029174,0.144457,0.037275,0.192475,0.117939,0.043435,0.474034,0.006676,0.283767,4.938531,0.689880,0.434497,0.350735,0.453826,0.281651,0.227431,0.206196,0.279879,0.252348,0.193521,0.246648,0.150063,0.032726,0.002519,0.018693,0.006974,0.030804,0.004769,0.049214,0.005607,0.006302,0.017790,0.016080,0.008648,0.010047,little
0.130467,0.019802,2.935584,0.253758,0.256093,0.893254,0.014158,0.231344,-27.453737,2.601174,0.126582,0.272483,-0.028976,0.309318,0.206063,0.108136,0.099204,0.068939,-0.098394,0.081937,-0.063156,0.020904,0.005896,0.057339,0.006831,0.032740,0.007696,0.042009,0.001812,0.004728,0.012600,0.026997,0.004603,0.030202,0.125825,0.022683,0.562075,0.129060,0.047551,0.842361,0.011802,0.261682,2.271423,1.248266,0.676099,0.482104,0.437830,0.273473,0.280296,0.264699,0.244587,0.246119,0.215188,0.206037,0.185665,0.024244,0.010907,0.053446,0.008864,0.038920,0.011220,0.044048,0.002829,0.006035,0.017565,0.032146,0.006537,0.016194,little
0.149207,0.007589,3.024842,0.288547,0.287663,0.988273,0.008882,0.228375,-30.674182,2.241422,0.189779,0.220199,0.207406,0.495627,0.142832,-0.067934,0.012754,-0.034116,-0.075798,-0.010725,-0.113773,0.034454,0.002693,0.050099,0.005095,0.021294,0.006702,0.076627,0.002102,0.004918,0.015742,0.031331,0.003116,0.029088,0.089614,0.012759,0.326699,0.085928,0.032905,0.568410,0.008948,0.206512,2.601886,0.777904,0.423355,0.236618,0.319411,0.256903,0.209076,0.301176,0.235765,0.197409,0.209214,0.160158,0.141012,0.026191,0.002264,0.038132,0.004031,0.016639,0.004938,0.039985,0.002189,0.003609,0.014308,0.019134,0.003120,0.010822,little
0.151113,0.022480,3.033375,0.264422,0.258282,0.927999,0.014180,0.241820,-27.729740,2.447427,0.275198,0.351804,-0.075266,0.277842,0.140121,0.061033,0.086940,0.059220,-0.057872,0.017770,-0.029623,0.023793,0.003136,0.051078,0.008522,0.035291,0.007419,0.043232,0.001824,0.005978,0.011511,0.030826,0.004433,0.028792,0.151754,0.031716,0.311347,0.136252,0.046406,0.867520,0.013191,0.277049,2.911903,1.216489,0.746677,0.411751,0.467911,0.325664,0.341228,0.243725,0.245660,0.202705,0.249560,0.177612,0.176225,0.024210,0.003516,0.046055,0.010172,0.038258,0.008674,0.042433,0.002317,0.008128,0.012498,0.030343,0.006867,0.016194,little
0.115884,0.020497,3.010037,0.231365,0.261755,0.740073,0.017961,0.155563,-29.721632,2.658596,0.083586,0.220736,0.168915,0.278182,0.192979,0.132032,-0.044129,0.008622,-0.023197,-0.037342,-0.202018,0.051275,0.003755,0.041083,0.007105,0.033710,0.007077,0.048080,0.005089,0.003967,0.014311,0.026313,0.004587,0.029552,0.087339,0.029480,0.391988,0.085356,0.036042,0.622329,0.019398,0.167620,2.480235,1.033691,0.521007,0.368759,0.419501,0.241749,0.242682,0.264854,0.268589,0.238487,0.154763,0.220874,0.227361,0.034879,0.005063,0.029295,0.008183,0.030319,0.007478,0.025326,0.008821,0.003612,0.022642,0.036587,0.007242,0.012247,little
0.190222,0.010338,2.966393,0.296049,0.267088,1.222681,0.012079,0.316344,-28.948292,2.014625,0.337947,0.273738,0.018613,0.408109,0.177819,0.031597,0.078710,-0.015545,-0.060256,0.063730,-0.086416,0.032187,0.002250,0.056412,0.005678,0.027238,0.005666,0.043386,0.002966,0.005490,0.013188,0.018873,0.003460,0.026102,0.144574,0.014402,0.417142,0.114966,0.041681,0.827047,0.009413,0.285696,2.426321,1.098678,0.721990,0.399627,0.363330,0.237129,0.337958,0.243406,0.239657,0.227521,0.240743,0.245601,0.165250,0.021716,0.002191,0.044113,0.006265,0.027813,0.005251,0.030196,0.005171,0.004827,0.020177,0.020495,0.004083,0.013563,little
0.104956,0.032157,2.979097,0.233283,0.262575,0.723011,0.016840,0.168983,-27.032969,2.707212,0.386226,0.254255,-0.168853,0.352029,0.068862,0.056492,0.075106,0.047123,-0.041624,0.023287,-0.033090,0.033219,0.003457,0.055450,0.012001,0.037000,0.007335,0.053279,0.001472,0.006182,0.017481,0.020842,0.003387,0.033242,0.090252,0.035505,0.425039,0.094193,0.045408,0.664454,0.016853,0.208538,2.988439,0.966550,0.654009,0.421782,0.442391,0.348402,0.336106,0.221331,0.242644,0.218877,0.211267,0.232774,0.217593,0.029226,0.004579,0.056540,0.013268,0.038791,0.011086,0.049854,0.002460,0.008586,0.019760,0.022758,0.003636,0.014907,little
0.141061,0.024877,2.925175,0.277474,0.273528,0.872570,0.014826,0.215973,-27.651064,2.389425,0.386054,0.121642,-0.083715,0.398064,0.126164,0.120723,0.037010,0.036533,-0.201983,0.056451,-0.049989,0.031919,0.004177,0.071569,0.009469,0.023288,0.006217,0.048205,0.002055,0.003435,0.013416,0.021057,0.004058,0.031485,0.118648,0.038840,0.497379,0.110133,0.037824,0.766199,0.011913,0.236374,3.399771,1.170405,0.721511,0.365694,0.424413,0.311732,0.336409,0.279730,0.247784,0.275115,0.244714,0.183201,0.240691,0.022368,0.005657,0.057119,0.013478,0.029870,0.008250,0.046107,0.003613,0.003834,0.020187,0.022790,0.004397,0.015836,little
0.098840,0.016696,2.941069,0.221758,0.256703,0.777371,0.017472,0.148269,-27.971134,2.446639,-0.083778,0.413070,-0.066464,0.368195,0.281868,0.134834,0.062506,-0.018226,-0.084057,0.035778,0.084608,0.017865,0.002313,0.072520,0.011401,0.034972,0.004240,0.062241,0.002109,0.003043,0.010596,0.026235,0.003302,0.036528,0.076088,0.026179,0.502955,0.072636,0.032146,0.686440,0.021160,0.166932,3.179254,1.098079,0.604435,0.473181,0.560505,0.385094,0.295908,0.335740,0.267489,0.250388,0.292056,0.202332,0.235650,0.017356,0.002767,0.054177,0.022192,0.033939,0.003255,0.060801,0.003291,0.002919,0.012135,0.020865,0.004855,0.015809,little
0.123850,0.026963,2.997626,0.238543,0.257766,0.743253,0.017203,0.204141,-27.199545,2.757335,0.436451,0.344997,0.061511,0.347725,0.120866,0.054067,0.051147,0.097295,-0.182351,0.046386,-0.052328,0.025216,0.002498,0.070832,0.009002,0.041073,0.006061,0.055091,0.001377,0.003510,0.012113,0.020800,0.003500,0.034347,0.112338,0.028163,0.347114,0.102209,0.042888,0.720875,0.015112,0.222313,2.285362,1.107258,0.645596,0.324143,0.407174,0.323804,0.270447,0.250320,0.223947,0.222970,0.210994,0.211755,0.168706,0.024390,0.002808,0.055500,0.011234,0.040763,0.006555,0.050364,0.001852,0.004336,0.016350,0.021566,0.005308,0.015044,little
